Timestamp,Turn,Phase,Speaker,ActionType,P_WantTalk,Text
11:26:52,0,SETUP,AI,,0.50,"こんにちは。たくさんお話しできたら嬉しいです！"
11:26:59,1,SETUP,User,NORMAL,0.40,"こんにちは。"
11:27:06,1,INTRO,AI,,0.40,"改めてこんにちは！今日はどんな気分ですか？"
11:27:13,2,INTRO,User,NORMAL,0.31,"まあ、特に変わらず普通の気分ですね。"
11:27:33,2,SURROUNDINGS,AI,,0.31,"そうなんですね、気分が安定しているのはいいことですね！   ところで、この絵はバーのような場所を描いた感じですね。帽子を被った人が印象的ですが、どんな雰囲気に見えますか？"
11:27:43,3,SURROUNDINGS,User,DISCLOSURE,0.53,"ん？まあ、結構賢そうなイメージがあるかな。"
11:28:01,3,BRIDGE,AI,,0.53,"なるほど、確かに帽子を被っていると少し知的で落ち着いた印象がありますね。   この場面はバーのようですが、こういう雰囲気の場所には行ったことがありますか？"
11:28:09,4,BRIDGE,User,DISCLOSURE,0.74,"いや、バーには行ったことないですね。"
11:28:27,4,DEEP_DIVE,AI,,0.74,"そうなんですね。バーの雰囲気って、ちょっと大人っぽくて独特な感じがしますよね。もし訪れるなら、どんな雰囲気の場所を選びたいと思いますか？"
11:28:39,5,DEEP_DIVE,User,DISCLOSURE,0.87,"まあ、落ち着いていて結構静かな方が僕は好きですかね。"
11:28:54,5,DEEP_DIVE,AI,,0.87,"落ち着いて静かな場所、いいですね。心が穏やかになりそうです！そういう場所で、どんな時間を過ごしたいと思いますか？"
11:29:04,6,DEEP_DIVE,User,DISCLOSURE,0.95,"ん？まあ、ゆっくり過ごしたいですね。"
11:29:22,6,DEEP_DIVE,AI,,0.95,"それは素敵な過ごし方ですね。静かな場所で心を落ち着ける時間って、とても大切ですよね。最近、そんなふうにゆっくり過ごせた瞬間はありましたか？"
11:29:35,7,DEEP_DIVE,User,DISCLOSURE,0.98,"そうですね。結構家にいる時間も最近は多いんで。ゆっくり過ごしてますね。"
11:29:52,7,DEEP_DIVE,AI,,0.98,"家でゆっくり過ごす時間が多いんですね。それはリラックスできていいですね！最近、家で過ごしている中で特に心に残る瞬間ってありましたか？"
11:29:59,8,DEEP_DIVE,User,NORMAL,0.97,"いやー、特にないかなー。"
11:30:16,8,DEEP_DIVE,AI,,0.97,"そうなんですね。ゆったりとした時間が続くのも、ある意味で心地よいものですよね。今、何かやってみたいこととか、少し気になっていることはありますか？"
11:30:28,9,DEEP_DIVE,User,DISCLOSURE,0.99,"うん。何かやってみたいこと。まあ、研究は進めたいかなと思ってます。"
11:30:43,9,DEEP_DIVE,AI,,0.99,"研究を進めたいという気持ち、すごく前向きですね！何か具体的に取り組んでいるテーマや、今特に興味を持っている分野はありますか？"
11:30:55,10,DEEP_DIVE,User,DISCLOSURE,0.99,"まあ、そうですね。今は結構悩んで迷走中って感じですね。"
